Word,Male/MW,Female/MW,LogOdds
implant,5,0,1.687
inbreeding,5,0,1.687
interchangeable,5,0,1.687
iol,5,0,1.687
j._t.,5,0,1.687
jambalaya,5,0,1.687
johan,5,0,1.687
johnnie,5,0,1.687
jujitsu,5,0,1.687
k._p._m._g.,5,0,1.687
katmandu,5,0,1.687
kemberton,5,0,1.687
kojo,5,0,1.687
krugman,5,0,1.687
lamborghini,5,0,1.687
lifelike,5,0,1.687
linemen,5,0,1.687
lipoma,5,0,1.687
lithuania,5,0,1.687
littering,5,0,1.687
lookalikes,5,0,1.687
m._b.,5,0,1.687
mann,5,0,1.687
manvier,5,0,1.687
margarita,5,0,1.687
marius,5,0,1.687
marxist,5,0,1.687
mascots,5,0,1.687
mavs,5,0,1.687
mazer,5,0,1.687
mcgary,5,0,1.687
miked,5,0,1.687
mikel,5,0,1.687
millwood,5,0,1.687
minstrel,5,0,1.687
misfortunes,5,0,1.687
multiplier,5,0,1.687
nano-tech,5,0,1.687
nano-technology,5,0,1.687
naw,5,0,1.687
neces-,5,0,1.687
ninet-,5,0,1.687
nobody'd,5,0,1.687
nordictrack,5,0,1.687
normandy,5,0,1.687
openers,5,0,1.687
openly,34,23,1.687
outsi-,5,0,1.687
overpass,5,0,1.687
oxley,5,0,1.687
p._b._a.,5,0,1.687
pandering,5,0,1.687
paraded,5,0,1.687
paradoxes,5,0,1.687
payrolls,5,0,1.687
pennington,5,0,1.687
playa,5,0,1.687
plummet,5,0,1.687
plunged,5,0,1.687
prayerity,5,0,1.687
preplanned,5,0,1.687
preset,5,0,1.687
preying,5,0,1.687
privatizing,5,0,1.687
probabilities,5,0,1.687
purim,5,0,1.687
qigong,5,0,1.687
quartet,5,0,1.687
refining,5,0,1.687
renegotiate,5,0,1.687
revolutionized,5,0,1.687
rim,5,0,1.687
ringer,5,0,1.687
rip-off,5,0,1.687
rockers,5,0,1.687
roddick,5,0,1.687
rowers,5,0,1.687
sahara,5,0,1.687
sarbanes,5,0,1.687
saucer,5,0,1.687
scaffold,5,0,1.687
schism,5,0,1.687
segway,5,0,1.687
senators,34,23,1.687
showmanship,5,0,1.687
simulates,5,0,1.687
slavko,5,0,1.687
smallville,5,0,1.687
smoltz,5,0,1.687
smuggler,5,0,1.687
sorgess,5,0,1.687
sourcing,5,0,1.687
spector,5,0,1.687
spot,246,254,1.687
suzuki,5,0,1.687
tapings,5,0,1.687
tarantulas,5,0,1.687
tch,5,0,1.687
tenets,5,0,1.687
teric,5,0,1.687
terrence,5,0,1.687
texaco,5,0,1.687
theorists,5,0,1.687
tiki,5,0,1.687
timmy,5,0,1.687
toads,5,0,1.687
tranquil,5,0,1.687
tribeca,5,0,1.687
tricycle,5,0,1.687
turbulent,5,0,1.687
typecast,5,0,1.687
uneasiness,5,0,1.687
unilateral,5,0,1.687
vetoed,5,0,1.687
zairo,5,0,1.687
banker,13,5,1.689
bar-,13,5,1.689
cadillac,13,5,1.689
dawson,13,5,1.689
dialing,13,5,1.689
elbow,13,5,1.689
ernest,13,5,1.689
intertwined,13,5,1.689
mcguire,13,5,1.689
obedient,13,5,1.689
plead,13,5,1.689
printers,13,5,1.689
programmers,13,5,1.689
rai-,13,5,1.689
rela-,13,5,1.689
tongues,13,5,1.689
unconstitutional,13,5,1.689
g.,148,143,1.690
text,94,84,1.691
what'd,94,84,1.691
fade,33,22,1.694
flooded,33,22,1.694
viewpoints,33,22,1.694
aching,7,1,1.700
albania,7,1,1.700
amnesty,7,1,1.700
annika,7,1,1.700
ashcroft,17,8,1.700
battleship,7,1,1.700
beard,17,8,1.700
bearded,7,1,1.700
bikers,7,1,1.700
brawl,7,1,1.700
brownstone,7,1,1.700
cardinal,7,1,1.700
cessna,7,1,1.700
checkups,7,1,1.700
clowns,7,1,1.700
commonwealth,7,1,1.700
contemporary,17,8,1.700
contexts,7,1,1.700
craps,7,1,1.700
cul-,7,1,1.700
curable,7,1,1.700
davies,7,1,1.700
defi-,7,1,1.700
descendants,7,1,1.700
dialup,7,1,1.700
disinterested,7,1,1.700
eastwood,17,8,1.700
edwin,7,1,1.700
embellish,7,1,1.700
entertains,7,1,1.700
fanaticism,7,1,1.700
fours,17,8,1.700
fuckers,7,1,1.700
futuristic,7,1,1.700
gateways,7,1,1.700
gathers,7,1,1.700
geoffrey,7,1,1.700
groupie,7,1,1.700
guerrilla,7,1,1.700
harpo,7,1,1.700
hassan,7,1,1.700
herbert,7,1,1.700
hydrogen,7,1,1.700
impeachment,7,1,1.700
inclination,17,8,1.700
indicators,7,1,1.700
inherit,7,1,1.700
insults,17,8,1.700
ks,7,1,1.700
managerial,7,1,1.700
marlon,7,1,1.700
masturbating,7,1,1.700
maximize,7,1,1.700
microfilm,7,1,1.700
ministries,7,1,1.700
musically,7,1,1.700
offshoot,7,1,1.700
optimum,7,1,1.700
phantom,7,1,1.700
pinscher,7,1,1.700
plu-,7,1,1.700
portfolio,17,8,1.700
possessed,7,1,1.700
relativity,7,1,1.700
reptiles,17,8,1.700
rollerblades,7,1,1.700
rove,7,1,1.700
sewers,7,1,1.700
shoeing,7,1,1.700
sixer,7,1,1.700
sprewell,7,1,1.700
staging,7,1,1.700
tele-,17,8,1.700
temptations,7,1,1.700
toaster,7,1,1.700
ur-,7,1,1.700
val-,7,1,1.700
victorville,7,1,1.700
wes,7,1,1.700
wilshire,7,1,1.700
yen,7,1,1.700
atomic,32,21,1.701
contrived,32,21,1.701
huntington,32,21,1.701
risk,282,295,1.701
smooth,32,21,1.701
sports,3003,3616,1.701
determine,98,88,1.705
collar,82,71,1.706
bottom,321,340,1.707
inner,133,126,1.707
probation,31,20,1.710
retrospect,31,20,1.710
illness,316,334,1.712
global,85,74,1.714
b._y._u.,22,12,1.716
hostage,22,12,1.716
impacts,22,12,1.716
legalized,22,12,1.716
monkeys,22,12,1.716
parallel,22,12,1.716
presently,22,12,1.716
produces,22,12,1.716
provo,22,12,1.716
accommodate,30,19,1.719
comfortably,30,19,1.719
consciousness,30,19,1.719
reform,30,19,1.719
carefully,53,41,1.720
coaches,57,45,1.720
en-,102,92,1.720
columbine,51,39,1.721
common,648,726,1.721
rico,51,39,1.721
third,1231,1431,1.721
gravy,50,38,1.722
executive,49,37,1.723
persons,49,37,1.723
pose,49,37,1.723
corrupt,63,51,1.725
literally,294,308,1.725
reviews,47,35,1.726
bo-,65,53,1.727
reasoning,46,34,1.728
drastic,66,54,1.729
entry,67,55,1.730
etcetera,67,55,1.730
rat,90,79,1.730
rica,29,18,1.730
trades,29,18,1.730
decline,44,32,1.732
rub,44,32,1.732
london,129,121,1.733
wa-,387,416,1.733
capita,16,7,1.734
everyb-,16,7,1.734
expansion,16,7,1.734
gangster,16,7,1.734
rises,16,7,1.734
theoretical,16,7,1.734
vending,16,7,1.734
craziness,43,31,1.735
maybe,10118,12512,1.735
taiwan,43,31,1.735
head,971,1114,1.736
psychological,92,81,1.736
booming,21,11,1.737
casey,21,11,1.737
conventional,21,11,1.737
g._p._a.,21,11,1.737
notre,21,11,1.737
oscars,21,11,1.737
p._c.s,21,11,1.737
painter,21,11,1.737
sixes,21,11,1.737
skinned,21,11,1.737
versed,21,11,1.737
wellbeing,21,11,1.737
contestants,42,30,1.739
echinacea,72,60,1.739
invade,42,30,1.739
semi,93,82,1.739
correct,581,645,1.740
senate,28,17,1.741
sec,41,29,1.742
barrels,12,4,1.744
calisthenics,12,4,1.744
carpets,12,4,1.744
conducted,12,4,1.744
ebola,12,4,1.744
ernie,12,4,1.744
freshwater,12,4,1.744
java,12,4,1.744
kelvin,12,4,1.744
merrill,12,4,1.744
milton,12,4,1.744
protocol,12,4,1.744
realism,12,4,1.744
rockville,12,4,1.744
sensor,12,4,1.744
variations,12,4,1.744
minorities,152,146,1.746
bloomberg,40,28,1.747
captain,40,28,1.747
display,40,28,1.747
fate,40,28,1.747
features,40,28,1.747
tanks,40,28,1.747
bounty,9,2,1.748
chairman,9,2,1.748
chamberlain,9,2,1.748
coping,9,2,1.748
corning,9,2,1.748
cutthroat,9,2,1.748
deficits,9,2,1.748
destabilize,9,2,1.748
effectiveness,9,2,1.748
embargo,9,2,1.748
focal,9,2,1.748
fright,9,2,1.748
gladiators,9,2,1.748
guild,9,2,1.748
infantry,9,2,1.748
irrational,9,2,1.748
jon,9,2,1.748
laguna,9,2,1.748
lanka,9,2,1.748
leaking,9,2,1.748
mandarin,9,2,1.748
marr,9,2,1.748
mc-,9,2,1.748
misnomer,9,2,1.748
norwalk,9,2,1.748
patron,9,2,1.748
piers,9,2,1.748
ramesh,9,2,1.748
residuals,9,2,1.748
rhodesian,9,2,1.748
ricardo,9,2,1.748
semantics,9,2,1.748
shipment,9,2,1.748
suggests,9,2,1.748
tang,9,2,1.748
vat,9,2,1.748
volley,9,2,1.748
wally,9,2,1.748
welding,9,2,1.748
what've,9,2,1.748
control,855,973,1.749
asking,589,654,1.750
detector,77,65,1.750
defending,39,27,1.751
explosives,39,27,1.751
progressive,39,27,1.751
museum,111,101,1.752
lo,27,16,1.754
newer,79,67,1.754
satisfied,79,67,1.754
warming,27,16,1.754
fa-,98,87,1.756
curious,327,345,1.757
kick,269,278,1.757
locations,38,26,1.757
professors,80,68,1.757
tarantula,20,10,1.761
telecommunications,20,10,1.761
vein,20,10,1.761
weakest,20,10,1.761
harley,37,25,1.763
motorcycles,37,25,1.763
gr-,83,71,1.764
me-,101,90,1.765
making,2934,3522,1.768
b,36,24,1.769
boise,26,15,1.769
casting,36,24,1.769
el,85,73,1.769
heading,85,73,1.769
sailing,36,24,1.769
skyline,26,15,1.769
dealing,343,363,1.772
fail,86,74,1.772
tools,86,74,1.772
within,819,928,1.774
-t,15,6,1.775
alm-,15,6,1.775
assuming,168,163,1.775
documented,15,6,1.775
jess,15,6,1.775
performers,15,6,1.775
puppet,15,6,1.775
removing,15,6,1.775
rods,15,6,1.775
shah,15,6,1.775
trumpet,15,6,1.775
variable,15,6,1.775
webster,15,6,1.775
wen-,15,6,1.775
emotion,35,23,1.776
ocean,253,259,1.776
roughly,35,23,1.776
trigger,35,23,1.776
dog,3168,3810,1.783
distinction,25,14,1.785
geographic,25,14,1.785
helmet,25,14,1.785
including,152,145,1.785
laker,25,14,1.785
ping,25,14,1.785
bl-,19,9,1.789
destroyed,108,97,1.789
kingdom,19,9,1.789
kirk,19,9,1.789
murray,19,9,1.789
netflix,19,9,1.789
noah,19,9,1.789
p._s.,19,9,1.789
ranks,19,9,1.789
realization,19,9,1.789
willy,19,9,1.789
burden,58,45,1.790
candidate,59,46,1.790
cardio,58,45,1.790
islands,62,49,1.790
wings,60,47,1.790
broadcasting,55,42,1.791
smog,55,42,1.791
wayne,56,43,1.791
creating,109,98,1.792
letterman,54,41,1.792
camel,33,21,1.793
harvard,66,53,1.793
koreans,33,21,1.793
residential,33,21,1.793
southwest,33,21,1.793
stu-,33,21,1.793
crossing,68,55,1.795
failure,68,55,1.795
developed,155,148,1.797
speak,1063,1221,1.797
filmed,50,37,1.798
working,3215,3866,1.800
bump,32,20,1.803
coup-,32,20,1.803
create,457,495,1.803
passion,74,61,1.803
hack,24,13,1.804
institutions,24,13,1.804
liberties,47,34,1.805
qu-,47,34,1.805
select,75,62,1.805
requires,77,64,1.808
cheeseburger,11,3,1.811
choo,11,3,1.811
clemens,11,3,1.811
eli,11,3,1.811
epitome,11,3,1.811
extract,11,3,1.811
fans,302,314,1.811
halo,11,3,1.811
hobbit,11,3,1.811
implied,11,3,1.811
interface,11,3,1.811
lethargic,11,3,1.811
ling-,11,3,1.811
narrows,11,3,1.811
ridge,45,32,1.811
scriptures,11,3,1.811
slogan,11,3,1.811
snipes,11,3,1.811
vanderbilt,11,3,1.811
vigilance,11,3,1.811
boroughs,31,19,1.813
diplomacy,31,19,1.813
enrolled,31,19,1.813
experiments,31,19,1.813
joel,31,19,1.813
analysis,44,31,1.815
collapsed,44,31,1.815
de,101,89,1.815
med,44,31,1.815
willing,687,767,1.818
dice,43,30,1.819
ridiculous,912,1037,1.819
arabian,18,8,1.820
brightest,18,8,1.820
civic,18,8,1.820
glendale,18,8,1.820
importing,18,8,1.820
marketable,18,8,1.820
nailed,18,8,1.820
outlaw,18,8,1.820
peru,18,8,1.820
proficient,18,8,1.820
tijuana,18,8,1.820
weaponry,18,8,1.820
would-,18,8,1.820
yosemite,18,8,1.820
relationship,1043,1195,1.821
therefore,196,193,1.821
burton,14,5,1.822
dictatorships,14,5,1.822
dungeons,14,5,1.822
failures,14,5,1.822
finicky,14,5,1.822
fractions,14,5,1.822
hybrid,14,5,1.822
lozenges,14,5,1.822
machines,188,184,1.822
mathew,14,5,1.822
reasonable,161,154,1.822
reid,14,5,1.822
saxophone,14,5,1.822
scotch,14,5,1.822
transplants,14,5,1.822
brainer,23,12,1.824
cubs,42,29,1.824
manufacture,23,12,1.824
mate,171,165,1.824
sor-,23,12,1.824
bureaucracy,30,18,1.825
d._c.,440,474,1.825
presence,85,72,1.825
anthrax,229,230,1.827
boeing,41,28,1.829
claimed,41,28,1.829
jogging,87,74,1.829
wealthy,120,109,1.830
chances,173,167,1.832
immune,144,135,1.833
fund,107,95,1.834
understanding,301,312,1.834
capture,40,27,1.835
christopher,40,27,1.835
finger,90,77,1.836
h._b._o.,90,77,1.836
development,108,96,1.837
devices,29,17,1.838
flyer,29,17,1.838
mil-,29,17,1.838
quarterback,29,17,1.838
remarkable,29,17,1.838
proven,109,97,1.840
summers,109,97,1.840
suspect,109,97,1.840
eugene,39,26,1.841
shady,39,26,1.841
iraqis,93,80,1.844
pittsburgh,297,307,1.845
'member,6,0,1.847
amp,6,0,1.847
anus,6,0,1.847
arbitration,6,0,1.847
autonomy,6,0,1.847
bagdad,6,0,1.847
branching,6,0,1.847
briars,6,0,1.847
carmine,6,0,1.847
carven,6,0,1.847
chick-fil-a,6,0,1.847
chlamydia,6,0,1.847
conn,6,0,1.847
crushing,6,0,1.847
cupcake,6,0,1.847
daydream,6,0,1.847
deavere,6,0,1.847
debacle,6,0,1.847
diameter,6,0,1.847
disjointed,6,0,1.847
dobie,6,0,1.847
doot,6,0,1.847
dorchester,6,0,1.847
downturn,22,11,1.847
employed,111,99,1.847
esteban,6,0,1.847
ex-military,6,0,1.847
faulkner,6,0,1.847
federalized,6,0,1.847
finesse,6,0,1.847
fishermen,6,0,1.847
flemington,6,0,1.847
fucker,6,0,1.847
fundings,6,0,1.847
hertzel,6,0,1.847
hezbollah,6,0,1.847
hitters,6,0,1.847
homely,6,0,1.847
idealistically,6,0,1.847
intolerable,6,0,1.847
jareth,6,0,1.847
joker,6,0,1.847
justifies,6,0,1.847
kesar,6,0,1.847
kumon,6,0,1.847
lampoon,6,0,1.847
latrobe,6,0,1.847
lithuanian,6,0,1.847
maga,6,0,1.847
mcgarry,6,0,1.847
minna,6,0,1.847
mismanagement,6,0,1.847
mistreating,6,0,1.847
mobbed,6,0,1.847
moose,6,0,1.847
n._s._a.,6,0,1.847
n._s._m.,6,0,1.847
organisms,6,0,1.847
overindulge,6,0,1.847
p._o.,6,0,1.847
painters,6,0,1.847
pawtucket,6,0,1.847
periodic,6,0,1.847
pez,6,0,1.847
pictionary,6,0,1.847
prognosis,6,0,1.847
propositions,6,0,1.847
pumped,22,11,1.847
quionoa,6,0,1.847
r&b,6,0,1.847
railing,6,0,1.847
reinvent,6,0,1.847
reykjavik,6,0,1.847
rialto,6,0,1.847
rocko,6,0,1.847
romania,22,11,1.847
romy,6,0,1.847
s._n._l.,6,0,1.847
sault,6,0,1.847
scarface,6,0,1.847
sha,6,0,1.847
shem,6,0,1.847
shins,6,0,1.847
simcity,6,0,1.847
sipowicz,6,0,1.847
skulls,6,0,1.847
smacky,6,0,1.847
steinburner,6,0,1.847
stench,6,0,1.847
sumit,6,0,1.847
tarantino,6,0,1.847
template,6,0,1.847
test-,6,0,1.847
torrance,6,0,1.847
tulane,6,0,1.847
uconn,6,0,1.847
unstoppable,6,0,1.847
victimless,6,0,1.847
wawa,6,0,1.847
woodshop,6,0,1.847
explosive,28,16,1.853
largely,28,16,1.853
masters,204,201,1.853
suspicion,28,16,1.853
abolished,8,1,1.856
airtime,8,1,1.856
aura,8,1,1.856
brotherhood,8,1,1.856
buddha,8,1,1.856
churchill,8,1,1.856
combinations,8,1,1.856
concede,8,1,1.856
covina,8,1,1.856
dirk,8,1,1.856
flawed,8,1,1.856
gale,8,1,1.856
gamer,8,1,1.856
giovanni,8,1,1.856
hermosa,8,1,1.856
highly,160,152,1.856
hustling,8,1,1.856
imposes,8,1,1.856
inclines,8,1,1.856
inept,8,1,1.856
it's-,8,1,1.856
keaton,8,1,1.856
killington,8,1,1.856
laundromat,8,1,1.856
lieberman,8,1,1.856
mankato,8,1,1.856
municipalities,8,1,1.856
mutate,8,1,1.856
nationalism,8,1,1.856
native,139,129,1.856
nil,8,1,1.856
notified,8,1,1.856
offences,8,1,1.856
pakistanis,8,1,1.856
pico,8,1,1.856
preferential,8,1,1.856
recon,8,1,1.856
s._b._a.,8,1,1.856
schneider,8,1,1.856
setback,8,1,1.856
snores,8,1,1.856
sunfish,8,1,1.856
sunrise,8,1,1.856
trekkie,8,1,1.856
triathlon,8,1,1.856
u._c.s,8,1,1.856
unavoidable,8,1,1.856
whisky,8,1,1.856
wyatt,8,1,1.856
deeper,64,50,1.857
drained,17,7,1.857
enroll,17,7,1.857
luke,17,7,1.857
midland,17,7,1.857
paramedic,17,7,1.857
secondly,17,7,1.857
threes,17,7,1.857
verizon,17,7,1.857
vernon,17,7,1.857
violations,17,7,1.857
attempt,68,54,1.858
musical,61,47,1.858
quarters,61,47,1.858
spectrum,60,46,1.858
previously,59,45,1.859
referred,69,55,1.859
seasonal,115,103,1.859
consultant,58,44,1.860
drugs,812,914,1.860
plug,57,43,1.861
economically,73,59,1.862
democrat,100,87,1.863
sorts,274,280,1.863
retarded,55,41,1.864
patrick,75,61,1.865
procedures,53,39,1.867
confidence,102,89,1.868
remains,27,15,1.869
willingness,27,15,1.869
patriot,52,38,1.870
bonds,51,37,1.872
admissions,21,10,1.873
convincing,21,10,1.873
described,35,22,1.873
germans,35,22,1.873
leaf,21,10,1.873
measuring,21,10,1.873
phony,21,10,1.873
processes,21,10,1.873
sofa,21,10,1.873
there've,35,22,1.873
twilight,21,10,1.873
warren,21,10,1.873
activity,350,367,1.874
pursue,104,91,1.874
supposedly,318,330,1.875
radical,49,35,1.878
canine,13,4,1.879
gains,13,4,1.879
generational,13,4,1.879
heroine,13,4,1.879
jihad,13,4,1.879
oi,13,4,1.879
probable,13,4,1.879
spoof,13,4,1.879
sprung,13,4,1.879
crashed,85,71,1.880
johnny,85,71,1.880
spending,449,482,1.880
busted,48,34,1.881
cameras,146,136,1.881
crisis,86,72,1.882
goal,227,226,1.882
agent,108,95,1.885
el-,47,33,1.885
motion,47,33,1.885
career,403,428,1.886
famous,280,286,1.886
cardiovascular,26,14,1.887
catfish,26,14,1.887
rail,26,14,1.887
arguments,89,75,1.888
although,1238,1426,1.890
lawyers,149,139,1.892
citizenship,45,31,1.894
initial,111,98,1.894
racket,33,20,1.894
stance,45,31,1.894
suburbs,170,162,1.894
voucher,33,20,1.894
arcades,10,2,1.895
artificially,10,2,1.895
artillery,10,2,1.895
b._u.,10,2,1.895
banderas,10,2,1.895
bleak,10,2,1.895
chinchilla,10,2,1.895
cokes,10,2,1.895
conception,10,2,1.895
concur,10,2,1.895
curses,10,2,1.895
emery,10,2,1.895
emissions,10,2,1.895
faculties,10,2,1.895
fluctuates,10,2,1.895
gabe,10,2,1.895
guantanamo,10,2,1.895
ish,10,2,1.895
linux,10,2,1.895
obscenity,10,2,1.895
perish,10,2,1.895
preston,10,2,1.895
revolt,10,2,1.895
romanian,10,2,1.895
similarity,10,2,1.895
accidents,93,79,1.897
credit,317,328,1.897
parts,551,601,1.899
reaching,44,30,1.899
bending,16,6,1.900
bolivia,16,6,1.900
cyber,16,6,1.900
dobermans,16,6,1.900
nightclubs,16,6,1.900
perhaps,331,344,1.900
plots,16,6,1.900
re-elected,16,6,1.900
rockies,16,6,1.900
unemployed,151,141,1.900
c.,546,595,1.901
require,162,153,1.902
bull,114,101,1.903
ce-,20,9,1.903
correlation,20,9,1.903
craziest,20,9,1.903
divert,20,9,1.903
exploited,20,9,1.903
leverage,20,9,1.903
reconstruction,20,9,1.903
dramatically,43,29,1.905
spurs,43,29,1.905
transplant,43,29,1.905
limiting,32,19,1.906
police,456,489,1.906
colombia,25,13,1.907
determining,25,13,1.907
mechanics,25,13,1.907
precisely,25,13,1.907
source,164,155,1.909
avoid,286,292,1.910
occasionally,314,324,1.912
are,45367,56996,1.913
argue,155,145,1.914
rules,399,422,1.917
troubles,41,27,1.917
tyson,41,27,1.917
disarmament,31,18,1.919
server,31,18,1.919
interesting,4872,5907,1.920
related,406,430,1.920
seventies,267,270,1.920
comics,68,53,1.922
fires,68,53,1.922
investing,67,52,1.922
washing,69,54,1.922
agencies,71,56,1.923
dangerous,350,365,1.923
pearl,71,56,1.923
anonymous,74,59,1.924
manager,205,200,1.924
planes,376,395,1.924
speaker,63,48,1.924
adjusted,40,26,1.925
theoretically,40,26,1.925
any,11716,14473,1.926
animosity,24,12,1.929
intellectually,24,12,1.929
oscar,24,12,1.929
umbrella,24,12,1.929
buck,107,93,1.931
maximum,58,43,1.931
reduce,58,43,1.931
whom,81,66,1.931
all,37267,46728,1.932
atlantic,82,67,1.932
its,748,833,1.932
surreal,39,25,1.932
distribute,30,17,1.934
marshall,30,17,1.934
mentality,108,94,1.934
physics,56,41,1.935
somehow,522,565,1.935
campuses,19,8,1.937
ideology,19,8,1.937
internship,55,40,1.937
invisible,19,8,1.937
walter,19,8,1.937
comedian,242,241,1.941
thr-,38,24,1.941
applications,53,38,1.942
center,558,607,1.942
dodgers,53,38,1.942
outdoors,258,259,1.943
african,183,175,1.944
avenue,90,75,1.944
firms,52,37,1.946
votes,52,37,1.946
soccer,514,555,1.947
actua-,12,3,1.948
affective,12,3,1.948
ancestry,12,3,1.948
distributing,12,3,1.948
editors,12,3,1.948
faulty,12,3,1.948
intrusive,12,3,1.948
madrid,12,3,1.948
nuys,12,3,1.948
optical,12,3,1.948
shooters,12,3,1.948
stabilize,12,3,1.948
stipend,12,3,1.948
chemist,15,5,1.949
cockroaches,15,5,1.949
divide,51,36,1.949
modify,15,5,1.949
monoxide,15,5,1.949
sensation,15,5,1.949
sociological,15,5,1.949
undecided,15,5,1.949
amateur,37,23,1.950
co-op,29,16,1.950
device,37,23,1.950
occurring,29,16,1.950
youngsters,29,16,1.950
england,338,350,1.952
produced,50,35,1.953
abraham,23,11,1.954
advisors,23,11,1.954
hunt,95,80,1.954
moslem,23,11,1.954
rumsfeld,23,11,1.954
wr-,23,11,1.954
owned,186,178,1.955
co-,246,245,1.956
heavily,96,81,1.956
terror,116,102,1.956
distraction,49,34,1.957
managers,49,34,1.957
influence,205,199,1.958
familiar,546,592,1.959
cargo,36,22,1.960
championships,36,22,1.960
morality,36,22,1.960
presidential,36,22,1.960
stanley,36,22,1.960
impression,133,120,1.962
merit,48,33,1.962
su-,99,84,1.962
cheat,119,105,1.964
management,207,201,1.965
mistakes,169,159,1.965
ballot,28,15,1.967
blondes,28,15,1.967
sci-fi,28,15,1.967
sur-,28,15,1.967
issues,616,674,1.970
insult,46,31,1.972
portray,35,21,1.972
big,8323,10206,1.974
conversational,18,7,1.975
karma,18,7,1.975
pedro,18,7,1.975
relative,161,150,1.975
region,106,91,1.978
naturally,125,111,1.981
arafat,22,10,1.982
bastards,22,10,1.982
crushed,22,10,1.982
lea-,22,10,1.982
minimize,22,10,1.982
sea,108,93,1.982
stuart,22,10,1.982
biological,203,196,1.984
communism,34,20,1.984
hong,44,29,1.984
mainstream,75,59,1.986
officers,77,61,1.986
productive,69,53,1.986
dictator,68,52,1.987
fighters,27,14,1.987
jake,27,14,1.987
statement,127,113,1.987
pride,80,64,1.988
anti,285,288,1.989
arabic,66,50,1.989
mutual,81,65,1.989
indirectly,43,28,1.991
difficulty,63,47,1.992
solution,166,155,1.992
a._f._c.,7,0,1.996
annuity,7,0,1.996
backer,7,0,1.996
bayonne,7,0,1.996
bechtel,7,0,1.996
blaine,7,0,1.996
chopper,7,0,1.996
coolers,7,0,1.996
coronas,7,0,1.996
depaul,7,0,1.996
e._u.,7,0,1.996
exemptions,7,0,1.996
exported,7,0,1.996
felonies,7,0,1.996
fireball,7,0,1.996
gruden,7,0,1.996
haight,7,0,1.996
homing,7,0,1.996
incriminate,7,0,1.996
intents,7,0,1.996
k._t._l._a.,7,0,1.996
laurent,7,0,1.996
levick,7,0,1.996
mambo,7,0,1.996
nitric,7,0,1.996
noticeably,7,0,1.996
ord-,7,0,1.996
periscope,7,0,1.996
polishing,7,0,1.996
potsy,7,0,1.996
recycler,7,0,1.996
reed,7,0,1.996
seabiscuit,7,0,1.996
sheikh,7,0,1.996
silverton,7,0,1.996
snoring,7,0,1.996
sportscenter,7,0,1.996
subtlety,7,0,1.996
takeover,7,0,1.996
theorist,7,0,1.996
tod,7,0,1.996
toonces,7,0,1.996
universalist,7,0,1.996
unwillingness,7,0,1.996
villain,7,0,1.996
virgil,7,0,1.996
waterloo,7,0,1.996
harbor,89,73,1.997
harmless,33,19,1.997
sweat,89,73,1.997
tyler,33,19,1.997
ar-,91,75,2.000
code,145,132,2.000
-s-,9,1,2.001
bennett,9,1,2.001
bloodshed,9,1,2.001
chomsky,9,1,2.001
delinquent,9,1,2.001
disdain,9,1,2.001
duo,9,1,2.001
freeport,9,1,2.001
gideon,9,1,2.001
handset,9,1,2.001
judo,9,1,2.001
legitimacy,9,1,2.001
m._l._s.,9,1,2.001
mandolin,9,1,2.001
mogul,9,1,2.001
percentage,189,180,2.001
pirated,9,1,2.001
promo,9,1,2.001
propane,9,1,2.001
sit-ups,9,1,2.001
sixteens,9,1,2.001
tate,9,1,2.001
warhol,9,1,2.001
messed,199,191,2.003
',1079,1225,2.004
rip,57,41,2.005
universities,95,79,2.006
postal,41,26,2.007
reckon,41,26,2.007
bookstores,26,13,2.008
briefcase,14,4,2.008
console,26,13,2.008
cradle,14,4,2.008
dues,26,13,2.008
exes,14,4,2.008
extraordinary,26,13,2.008
interns,14,4,2.008
julius,14,4,2.008
novelty,26,13,2.008
outlawed,26,13,2.008
policing,26,13,2.008
redmond,14,4,2.008
ruthless,14,4,2.008
spotlight,26,13,2.008
wrestled,14,4,2.008
matrix,171,160,2.010
fu-,32,18,2.011
mechanism,21,9,2.014
micro,21,9,2.014
reject,21,9,2.014
toughest,21,9,2.014
vincent,21,9,2.014
declared,40,25,2.015
supplements,40,25,2.015
taxi,40,25,2.015
whereas,499,534,2.016
drama,162,150,2.017
far,4906,5933,2.019
easily,402,421,2.020
euro,17,6,2.020
haunt,17,6,2.020
huskies,17,6,2.020
phillys,17,6,2.020
suspects,17,6,2.020
ford,52,36,2.022
raiders,52,36,2.022
combine,39,24,2.025
amsterdam,31,17,2.027
bans,31,17,2.027
bus-,31,17,2.027
christianity,51,35,2.027
fella,31,17,2.027
formal,51,35,2.027
invaded,51,35,2.027
properties,31,17,2.027
trait,31,17,2.027
victory,31,17,2.027
fox,224,218,2.028
independent,258,256,2.031
chilling,25,12,2.032
cinema,25,12,2.032
fishes,25,12,2.032
grip,25,12,2.032
millionaires,50,34,2.032
racist,142,128,2.032
unethical,25,12,2.032
accusations,11,2,2.033
adversely,11,2,2.033
boar,11,2,2.033
combo,11,2,2.033
damien,11,2,2.033
dictating,11,2,2.033
encompassing,11,2,2.033
fished,11,2,2.033
frankfurt,11,2,2.033
freddie,11,2,2.033
hazardous,11,2,2.033
imperialism,11,2,2.033
incidentally,11,2,2.033
len,11,2,2.033
mercury,11,2,2.033
originals,11,2,2.033
plato,11,2,2.033
